URI,Label,
http://collection.britishmuseum.org/id/thesauri/script/thuluth,Thuluth,
http://collection.britishmuseum.org/id/thesauri/script/tibetan,Tibetan,
http://collection.britishmuseum.org/id/thesauri/script/typed,Typed,
http://collection.britishmuseum.org/id/thesauri/script/typewriter,Typewriter,
http://collection.britishmuseum.org/id/thesauri/script/typewritten,Typewritten,
http://collection.britishmuseum.org/id/thesauri/script/umbrian,Umbrian,
http://collection.britishmuseum.org/id/thesauri/script/uncertain,Uncertain,
http://collection.britishmuseum.org/id/thesauri/script/uncial,Uncial,
http://collection.britishmuseum.org/id/thesauri/script/upper-case-letters,Upper case letters,
http://collection.britishmuseum.org/id/thesauri/script/upper-edge-of-sheet,Upper edge of sheet,
http://collection.britishmuseum.org/id/thesauri/script/uppercase-letters,Uppercase letters,
http://collection.britishmuseum.org/id/thesauri/script/urdu,Urdu,
http://collection.britishmuseum.org/id/thesauri/script/virilis-f,VIRILIS F,
http://collection.britishmuseum.org/id/thesauri/script/vietnamese,Vietnamese,
http://collection.britishmuseum.org/id/thesauri/script/wr,WR,
http://collection.britishmuseum.org/id/thesauri/script/west-semitic,West Semitic,
http://collection.britishmuseum.org/id/thesauri/script/western,Western,
http://collection.britishmuseum.org/id/thesauri/script/within-borders-black-letter-script,Within borders black letter script,
http://collection.britishmuseum.org/id/thesauri/script,`,
http://collection.britishmuseum.org/id/thesauri/script/abnormal-hieratic,abnormal hieratic,
http://collection.britishmuseum.org/id/thesauri/script/above,above,
http://collection.britishmuseum.org/id/thesauri/script/acid-etched,acid etched,
http://collection.britishmuseum.org/id/thesauri/script/acid-etched-freehand,acid etched freehand,
http://collection.britishmuseum.org/id/thesauri/script/alphabetic,alphabetic,
http://collection.britishmuseum.org/id/thesauri/script/alphabetic-greek,alphabetic Greek,
http://collection.britishmuseum.org/id/thesauri/script/alphabetic,alphabetic?,
http://collection.britishmuseum.org/id/thesauri/script/ancient-south-arabian,ancient South Arabian,
http://collection.britishmuseum.org/id/thesauri/script/ancient-south-arabian,ancient South arabian,
http://collection.britishmuseum.org/id/thesauri/script/and-latin,and Latin,
http://collection.britishmuseum.org/id/thesauri/script/archaic,archaic,
http://collection.britishmuseum.org/id/thesauri/script/archaic-cuneiform,archaic Cuneiform,
http://collection.britishmuseum.org/id/thesauri/script/bactrian,bactrian,
http://collection.britishmuseum.org/id/thesauri/script/base,base,
http://collection.britishmuseum.org/id/thesauri/script/beaded-borders,beaded borders,
http://collection.britishmuseum.org/id/thesauri/script/below,below,
http://collection.britishmuseum.org/id/thesauri/script/bird-script,bird-script,
http://collection.britishmuseum.org/id/thesauri/script/black-letter,black letter,
http://collection.britishmuseum.org/id/thesauri/script/black-letter,black letter ?,
http://collection.britishmuseum.org/id/thesauri/script/black-letter-within-a-beaded-border,black letter within a beaded border,
http://collection.britishmuseum.org/id/thesauri/script/black-letter-within-carved-border,black letter within carved border,
http://collection.britishmuseum.org/id/thesauri/script/black-letter-lower-case,"black letter, lower case",
http://collection.britishmuseum.org/id/thesauri/script/black-letter,black letter.,
http://collection.britishmuseum.org/id/thesauri/script/black-lettter,black lettter,
http://collection.britishmuseum.org/id/thesauri/script/black-pen,black pen,
http://collection.britishmuseum.org/id/thesauri/script/black-letter,black-letter,
http://collection.britishmuseum.org/id/thesauri/script/blundered,blundered,
http://collection.britishmuseum.org/id/thesauri/script/brahmi,brahmi,
http://collection.britishmuseum.org/id/thesauri/script/brahmi/kharoshthi,brahmi/Kharoshthi,
http://collection.britishmuseum.org/id/thesauri/script/brhami,brhami,
http://collection.britishmuseum.org/id/thesauri/script/calligraphed,calligraphed,
http://collection.britishmuseum.org/id/thesauri/script/caoshu,caoshu,
http://collection.britishmuseum.org/id/thesauri/script/capital-letters,capital letters,
http://collection.britishmuseum.org/id/thesauri/script/capitals,capitals,
http://collection.britishmuseum.org/id/thesauri/script/carved,carved,
http://collection.britishmuseum.org/id/thesauri/script/carved-and-inked,carved and inked,
http://collection.britishmuseum.org/id/thesauri/script/clerical-script,clerical script,
http://collection.britishmuseum.org/id/thesauri/script/clerical-script-lishu,clerical script (lishu),
http://collection.britishmuseum.org/id/thesauri/script/corrupt-greek,corrupt Greek,
http://collection.britishmuseum.org/id/thesauri/script/cryptographic,cryptographic,
http://collection.britishmuseum.org/id/thesauri/script/cufic,cufic,
http://collection.britishmuseum.org/id/thesauri/script/cuneform,cuneform,
http://collection.britishmuseum.org/id/thesauri/script/cuneiform,cuneiform,
http://collection.britishmuseum.org/id/thesauri/script/cuneiform,cuneiform?,
http://collection.britishmuseum.org/id/thesauri/script/cursive,cursive,
http://collection.britishmuseum.org/id/thesauri/script/cursive-arabic,cursive Arabic,
http://collection.britishmuseum.org/id/thesauri/script/cursive-german,cursive German,
http://collection.britishmuseum.org/id/thesauri/script/cursive-hieroglyphic,cursive Hieroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/cursive-hieroglyphic,cursive hieroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/cursive-script,cursive script,
http://collection.britishmuseum.org/id/thesauri/script/cursive-script,cursive script ??,
http://collection.britishmuseum.org/id/thesauri/script/cursive,cursive?,
http://collection.britishmuseum.org/id/thesauri/script/cyrillic,cyrillic,
http://collection.britishmuseum.org/id/thesauri/script/dbu-can,dBu Can,
http://collection.britishmuseum.org/id/thesauri/script/dbu-can,dBu can,
http://collection.britishmuseum.org/id/thesauri/script/dbu.can,dBu.Can,
http://collection.britishmuseum.org/id/thesauri/script/dbu-can,dbu can,
http://collection.britishmuseum.org/id/thesauri/script/deconstructed-characters,deconstructed characters,
http://collection.britishmuseum.org/id/thesauri/script/delineated-hieroglyphs,delineated hieroglyphs,
http://collection.britishmuseum.org/id/thesauri/script/demotic,demotic,
http://collection.britishmuseum.org/id/thesauri/script/demotic-and-old-coptic,demotic and Old Coptic,
http://collection.britishmuseum.org/id/thesauri/script/demotic-hieroglyphic,demotic hieroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/demotic-or-hieratic,demotic or hieratic ?,
http://collection.britishmuseum.org/id/thesauri/script/demotic,demotic(?),
http://collection.britishmuseum.org/id/thesauri/script/demotic-hieratic,"demotic, hieratic",
http://collection.britishmuseum.org/id/thesauri/script/demotic,demotic?,
http://collection.britishmuseum.org/id/thesauri/script/devanagari-bengali-roman,devanagari - Bengali - Roman,
http://collection.britishmuseum.org/id/thesauri/script/devnagari,devnagari,
http://collection.britishmuseum.org/id/thesauri/script/dotted,dotted,
http://collection.britishmuseum.org/id/thesauri/script/doubled,doubled,
http://collection.britishmuseum.org/id/thesauri/script/downwards,downwards,
http://collection.britishmuseum.org/id/thesauri/script/early-nagari,early Nagari,
http://collection.britishmuseum.org/id/thesauri/script/early-demotic-or-hieratic,early-demotic or hieratic,
http://collection.britishmuseum.org/id/thesauri/script/embroidered,embroidered,
http://collection.britishmuseum.org/id/thesauri/script/english-alphabet-numeric,"english alphabet, numeric",
http://collection.britishmuseum.org/id/thesauri/script/engraved,engraved,
http://collection.britishmuseum.org/id/thesauri/script/engraved-handwriting,engraved handwriting,
http://collection.britishmuseum.org/id/thesauri/script/engraved-in-capital-letters,engraved in capital letters,
http://collection.britishmuseum.org/id/thesauri/script/fake,fake,
http://collection.britishmuseum.org/id/thesauri/script/flame,flame,
http://collection.britishmuseum.org/id/thesauri/script/forgery,forgery,
http://collection.britishmuseum.org/id/thesauri/script/freehand,freehand,
http://collection.britishmuseum.org/id/thesauri/script/full-form,full form,
http://collection.britishmuseum.org/id/thesauri/script/grafitto,grafitto,
http://collection.britishmuseum.org/id/thesauri/script/grass-script,grass script,
http://collection.britishmuseum.org/id/thesauri/script/greek,greek,
http://collection.britishmuseum.org/id/thesauri/script/greek-except-for-b,greek (except for B),
http://collection.britishmuseum.org/id/thesauri/script/greek,greek ?,
http://collection.britishmuseum.org/id/thesauri/script/greek-and-coptic,greek and coptic,
http://collection.britishmuseum.org/id/thesauri/script/han-written,han-written,
http://collection.britishmuseum.org/id/thesauri/script/hand-written,hand-written,
http://collection.britishmuseum.org/id/thesauri/script/handwriting,handwriting,
http://collection.britishmuseum.org/id/thesauri/script/handwritten,handwritten,
http://collection.britishmuseum.org/id/thesauri/script/heiroglyphic,heiroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/hieoglyphic,hieoglyphic,
http://collection.britishmuseum.org/id/thesauri/script/hieratic,hieratic ?,
http://collection.britishmuseum.org/id/thesauri/script/hieratic-or-demotic,hieratic or demotic,
http://collection.britishmuseum.org/id/thesauri/script/hieratic,hieratic(?),
http://collection.britishmuseum.org/id/thesauri/script/hieratic-abnormal,hieratic(abnormal),
http://collection.britishmuseum.org/id/thesauri/script/hieratic-abnormal,hieratic(abnormal?),
http://collection.britishmuseum.org/id/thesauri/script/hieratic,hieratic?,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyph,hieroglyph,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic,hieroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic-hittite,hieroglyphic Hittite,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic,hieroglyphic(?),
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic-linear,hieroglyphic(linear),
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic-demotic,"hieroglyphic, demotic",
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic/hieratic,hieroglyphic/hieratic,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic-greek,hieroglyphic; Greek,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphic,hieroglyphic?,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphics,hieroglyphics,
http://collection.britishmuseum.org/id/thesauri/script/hieroglyphs,hieroglyphs,
http://collection.britishmuseum.org/id/thesauri/script/hieroglypic-linear,hieroglypic(linear),
http://collection.britishmuseum.org/id/thesauri/script/hieroglypic,hieroglypic?,
http://collection.britishmuseum.org/id/thesauri/script/hierogplyphic,hierogplyphic,
http://collection.britishmuseum.org/id/thesauri/script/hierogyphic,hierogyphic,
http://collection.britishmuseum.org/id/thesauri/script/hierolglyphic,hierolglyphic,
http://collection.britishmuseum.org/id/thesauri/script/illegible,illegible,
http://collection.britishmuseum.org/id/thesauri/script/impressed,impressed,
http://collection.britishmuseum.org/id/thesauri/script/in-relief,in relief,
http://collection.britishmuseum.org/id/thesauri/script/incised,incised,
http://collection.britishmuseum.org/id/thesauri/script/indistinct,indistinct,
http://collection.britishmuseum.org/id/thesauri/script/inscibed,inscibed,
http://collection.britishmuseum.org/id/thesauri/script/inscribed,inscribed,
http://collection.britishmuseum.org/id/thesauri/script/inscription,inscription,
http://collection.britishmuseum.org/id/thesauri/script/italic,italic,
http://collection.britishmuseum.org/id/thesauri/script/kai-shu,kai shu,
http://collection.britishmuseum.org/id/thesauri/script/kaishu,kaishu,
http://collection.britishmuseum.org/id/thesauri/script/kharoshthi,kharoshthi,
http://collection.britishmuseum.org/id/thesauri/script/kharoshti,kharoshti,
http://collection.britishmuseum.org/id/thesauri/script/kharo-h,kharo??h?,
http://collection.britishmuseum.org/id/thesauri/script/kiwi,kiwi,
http://collection.britishmuseum.org/id/thesauri/script/kufic,kufic,
http://collection.britishmuseum.org/id/thesauri/script/lapidary,lapidary,
http://collection.britishmuseum.org/id/thesauri/script/likely-nagari,likely Nagari,
http://collection.britishmuseum.org/id/thesauri/script/linear,linear,
http://collection.britishmuseum.org/id/thesauri/script/linear-hieroglyphs,linear hieroglyphs,
http://collection.britishmuseum.org/id/thesauri/script/lombardic,lombardic,
http://collection.britishmuseum.org/id/thesauri/script/lombaric,lombaric,
http://collection.britishmuseum.org/id/thesauri/script/lotus,lotus,
http://collection.britishmuseum.org/id/thesauri/script/lower-case,lower case,
http://collection.britishmuseum.org/id/thesauri/script/majascule,majascule,
http://collection.britishmuseum.org/id/thesauri/script/man-yogana,man'yogana,
http://collection.britishmuseum.org/id/thesauri/script/maskhi,maskhi,
http://collection.britishmuseum.org/id/thesauri/script/mirror-image-of-some-letters-within-beaded-borders,mirror image of some letters within beaded borders,
http://collection.britishmuseum.org/id/thesauri/script/mistruck,mistruck,
http://collection.britishmuseum.org/id/thesauri/script/monogram,monogram,
http://collection.britishmuseum.org/id/thesauri/script/nagri,nagri,
http://collection.britishmuseum.org/id/thesauri/script/nagri-and-roman,nagri and Roman,
http://collection.britishmuseum.org/id/thesauri/script/narari,narari,
http://collection.britishmuseum.org/id/thesauri/script/naskh,naskh,
http://collection.britishmuseum.org/id/thesauri/script/naskh-and-roman,naskh and Roman,
http://collection.britishmuseum.org/id/thesauri/script/naskh-and-kufic,naskh and kufic,
http://collection.britishmuseum.org/id/thesauri/script/naskh-and-latin,naskh and latin,
http://collection.britishmuseum.org/id/thesauri/script/naskhi,naskhi,
http://collection.britishmuseum.org/id/thesauri/script/naskh,naskhí,
http://collection.britishmuseum.org/id/thesauri/script/nasta-liq,nasta'liq,
http://collection.britishmuseum.org/id/thesauri/script/nasta-liq,nasta`liq,
http://collection.britishmuseum.org/id/thesauri/script/nastaliq,nastaliq,
http://collection.britishmuseum.org/id/thesauri/script/nasx,nasxí,
http://collection.britishmuseum.org/id/thesauri/script/number,number,
http://collection.britishmuseum.org/id/thesauri/script/numbers,numbers,
http://collection.britishmuseum.org/id/thesauri/script/numerals,numerals,
http://collection.britishmuseum.org/id/thesauri/script/on-a-riband,on a riband,
http://collection.britishmuseum.org/id/thesauri/script/on-a-scroll,on a scroll,
http://collection.britishmuseum.org/id/thesauri/script/on-this-example-quiet-indistinct-but-should-read,on this example quiet indistinct but should read,
http://collection.britishmuseum.org/id/thesauri/script/oracle-bone,oracle bone,
http://collection.britishmuseum.org/id/thesauri/script/oscan,oscan,
http://collection.britishmuseum.org/id/thesauri/script/pahlavi,pahlavi,
http://collection.britishmuseum.org/id/thesauri/script/painted,painted,
http://collection.britishmuseum.org/id/thesauri/script/pencil-hand-writing,pencil hand writing,
http://collection.britishmuseum.org/id/thesauri/script/pictographic,pictographic,
http://collection.britishmuseum.org/id/thesauri/script/possibly-cypro-minoan,possibly Cypro-Minoan,
http://collection.britishmuseum.org/id/thesauri/script/proto-sarada,proto Sarada,
http://collection.britishmuseum.org/id/thesauri/script/proto-manichaean,proto-Manichaean,
http://collection.britishmuseum.org/id/thesauri/script/proto-sarada,proto-Sarada,
http://collection.britishmuseum.org/id/thesauri/script/pseudo,pseudo,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-hieratic-and-demotic,pseudo hieratic and demotic,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-cuneiform,pseudo-Cuneiform,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-kufic,pseudo-Kufic,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-pahlavi-middle-persian,pseudo-Pahlavi (Middle Persian),
http://collection.britishmuseum.org/id/thesauri/script/pseudo-epigraphic,pseudo-epigraphic,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-hieroglyphic,pseudo-hieroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-script.-imitation-of-lenguage,pseudo-script. imitation of lenguage.,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-script.-imitation-of-words,pseudo-script. imitation of words.,
http://collection.britishmuseum.org/id/thesauri/script/pseudo-hieroglyphic,pseudo? hieroglyphic,
http://collection.britishmuseum.org/id/thesauri/script/raised-lettering,raised lettering,
http://collection.britishmuseum.org/id/thesauri/script/regular-script,regular script,
http://collection.britishmuseum.org/id/thesauri/script/retrograde,retrograde,
http://collection.britishmuseum.org/id/thesauri/script/riqa,riqa'?,
http://collection.britishmuseum.org/id/thesauri/script/roman,roman,
http://collection.britishmuseum.org/id/thesauri/script/running,running,
http://collection.britishmuseum.org/id/thesauri/script/script,script,
http://collection.britishmuseum.org/id/thesauri/script/seal,seal,
http://collection.britishmuseum.org/id/thesauri/script/seal-script,seal script,
http://collection.britishmuseum.org/id/thesauri/script/seal-script,seal-script ??,
http://collection.britishmuseum.org/id/thesauri/script/stamped,stamped,
http://collection.britishmuseum.org/id/thesauri/script/standard,standard,
http://collection.britishmuseum.org/id/thesauri/script/standard-script,standard script,
http://collection.britishmuseum.org/id/thesauri/script/stylised,stylised,
http://collection.britishmuseum.org/id/thesauri/script/symbols-illegible,"symbols, illegible",
http://collection.britishmuseum.org/id/thesauri/script/thulth,thulth,
http://collection.britishmuseum.org/id/thesauri/script/thuluth,thuluth,
http://collection.britishmuseum.org/id/thesauri/script/typed,typed,
http://collection.britishmuseum.org/id/thesauri/script/typed-in-capital-letters,typed in capital letters,
http://collection.britishmuseum.org/id/thesauri/script/uncertain,uncertain,
http://collection.britishmuseum.org/id/thesauri/script/uneiform,uneiform,
http://collection.britishmuseum.org/id/thesauri/script/unknown,unknown,
http://collection.britishmuseum.org/id/thesauri/script/within-beaded-borders,within beaded borders,
http://collection.britishmuseum.org/id/thesauri/script/within-beaded-borders-lombardic-script,within beaded borders Lombardic Script,
http://collection.britishmuseum.org/id/thesauri/script/within-beaded-borders-lombardic-script,within beaded borders Lombardic script,
http://collection.britishmuseum.org/id/thesauri/script/within-beaded-borders-roman-capitals,within beaded borders Roman Capitals,
http://collection.britishmuseum.org/id/thesauri/script/within-beaded-borders-roman-capitals/lombardic-ish,within beaded borders Roman Capitals/Lombardic-ish.,
http://collection.britishmuseum.org/id/thesauri/script/within-beaded-borders-roman-capitals,within beaded borders Roman capitals,
http://collection.britishmuseum.org/id/thesauri/script/woven,woven,
http://collection.britishmuseum.org/id/thesauri/script/written-in-black-ink,written in black ink,
http://collection.britishmuseum.org/id/thesauri/script,????,
http://collection.britishmuseum.org/id/thesauri/script,??,
http://collection.britishmuseum.org/id/thesauri/script,??,
http://collection.britishmuseum.org/id/thesauri/script,????,
http://collection.britishmuseum.org/id/thesauri/script,??,
http://collection.britishmuseum.org/id/thesauri/script,? ???,
http://collection.britishmuseum.org/id/thesauri/script,??,
http://collection.britishmuseum.org/id/thesauri/script,????,
http://collection.britishmuseum.org/id/thesauri/script,????,
